,행정구역명,행정구역코드,고령자,수급자,중증장애,매출액,고령자_zscore,수급자_zscore,중증장애_zscore,매출액_zscore,고령자_tscore,수급자_tscore,중증장애_tscore,매출액_tscore,의료가중지수
283,연희동,1113076,6114,929,467,163238789.1,1.53783793,0.011785992,0.524120929,-0.615812382,65.3783793,50.11785992,55.24120929,43.84187618,50.6723906
284,염리동,1114061,2101,405,187,176932225.4,-1.093396261,-0.727027917,-0.699593925,-0.541692651,39.06603739,42.72972083,43.00406075,44.58307349,42.95795296
285,염창동,1116051,4422,233,355,160216438.8,0.428431438,-0.969539352,0.034634988,-0.632171737,54.28431438,40.30460648,50.34634988,43.67828263,46.04260406
286,영등포동,1119074,3418,1635,368,321282180.1,-0.229868867,1.007210839,0.09145032,0.239643716,47.70131133,60.07210839,50.9145032,52.39643716,52.61541271
287,영등포본동,1119073,4225,1020,351,117832097,0.299262952,0.140091461,0.017153347,-0.861589389,52.99262952,51.40091461,50.17153347,41.38410611,46.5571807
288,오금동,1124060,6393,1605,582,190051623.9,1.720771979,0.964912333,1.026718102,-0.470680068,67.20771979,59.64912333,60.26718102,45.29319932,54.06013783
289,오류1동,1117067,4015,1099,377,291671361.9,0.161570657,0.251477528,0.130784012,0.079366498,51.61570657,52.51477528,51.30784012,50.79366498,51.32353949
290,오류2동,1117073,7128,1774,831,277008598.3,2.202695011,1.203193918,2.11495024,-3.23E-16,72.02695011,62.03193918,71.1495024,50,59.15466718
291,오륜동,1124059,2856,9,134,694752075.9,-0.598359676,-1.285368199,-0.931225665,2.261158806,44.01640324,37.14631801,40.68774335,72.61158806,56.69564825
292,옥수동,1104073,4097,532,242,112661253.3,0.21533622,-0.54796424,-0.459221364,-0.889578093,52.1533622,44.5203576,45.40778636,41.10421907,44.44981785
293,왕십리2동,1104052,2552,549,210,105895878.9,-0.797685665,-0.523995087,-0.59907449,-0.926197662,42.02314335,44.76004913,44.0092551,40.73802338,42.10780585
294,왕십리도선동,1104071,3801,921,370,134788444,0.021255652,0.000506391,0.100191141,-0.769808199,50.21255652,50.00506391,51.00191141,42.30191801,46.31959542
295,용강동,1114059,2956,431,194,61469753.25,-0.532791916,-0.690369211,-0.669001053,-1.166667066,44.67208084,43.09630789,43.30998947,38.33332934,41.0566834
296,용답동,1104070,2180,918,229,145506025.1,-1.04159773,-0.00372346,-0.516036697,-0.711796155,39.5840227,49.9627654,44.83963303,42.88203845,43.70626184
297,용문동,1103059,2148,441,168,134741015.5,-1.062579414,-0.676269709,-0.782631718,-0.77006492,39.37420586,43.23730291,42.17368282,42.2993508,41.86275494
298,용산2가동,1103052,2041,605,155,340548087.9,-1.132736916,-0.445037875,-0.839447051,0.343926079,38.67263084,45.54962125,41.60552949,53.43926079,47.62603147
299,용신동,1106081,5732,1680,464,333492232.8,1.287369088,1.070658598,0.511009699,0.305734199,62.87369088,60.70658598,55.11009699,53.05734199,56.61582384
300,우이동,1109074,4864,1220,368,185465898.4,0.718240936,0.422081503,0.09145032,-0.495501649,57.18240936,54.22081503,50.9145032,45.04498351,49.81192916
301,우장산동,1116074,5829,694,442,280347536.9,1.350969815,-0.319552307,0.414860675,0.018072982,63.50969815,46.80447693,54.14860675,50.18072982,52.75166385
302,원효로1동,1103072,1980,388,191,166146974.3,-1.17273325,-0.75099707,-0.682112284,-0.600070978,38.2726675,42.4900293,43.17887716,43.99929022,42.48729338
303,원효로2동,1103057,2302,457,159,119735014.8,-0.961605064,-0.653710506,-0.82196541,-0.851289289,40.38394936,43.46289494,41.7803459,41.48710711,41.64889328
304,월계1동,1111051,4239,892,348,244636306.5,0.308442438,-0.040382165,0.004042116,-0.175224501,53.08442438,49.59617835,50.04042116,48.24775499,49.67514623
305,월계2동,1111052,5875,3136,1138,156433775.3,1.381130984,3.1235461,3.456666169,-0.65264651,63.81130984,81.235461,84.56666169,43.4735349,59.28606781
306,월계3동,1111053,6149,2079,905,415332849.3,1.560786646,1.633228731,2.438360594,0.748720483,65.60786646,66.33228731,74.38360594,57.48720483,62.77127673
307,월곡1동,1108071,4738,1018,430,183519787.8,0.635625558,0.137271561,0.362415752,-0.506035542,56.35625558,51.37271561,53.62415752,44.93964458,49.43431833
308,월곡2동,1108072,3619,748,295,249618083.1,-0.098077671,-0.243414995,-0.227589624,-0.148259178,49.01922329,47.56585005,47.72410376,48.51740822,48.3520855
309,위례동,1124082,3062,1090,466,162219135.3,-0.463290091,0.238787976,0.519750519,-0.621331556,45.36709909,52.38787976,55.19750519,43.78668444,47.03432914
310,은천동,1121078,5911,1638,618,161447950.8,1.404735378,1.011440689,1.184052869,-0.625505818,64.04735378,60.11440689,61.84052869,43.74494182,52.93202896
311,을지로동,1102060,472,148,17,442227880,-2.161495063,-1.08938512,-1.442563657,0.894297706,28.38504937,39.1061488,35.57436343,58.94297706,46.43886987
312,응봉동,1104058,2548,230,183,69584426.65,-0.800308375,-0.973769203,-0.717075565,-1.122744022,41.99691625,40.26230797,42.82924435,38.77255978,40.18522258
313,응암1동,1112059,5170,1155,458,253029819.6,0.91887828,0.330434739,0.484787238,-0.129792156,59.1887828,53.30434739,54.84787238,48.70207844,52.37304062
314,응암2동,1112060,4000,1081,364,268017383.7,0.151735493,0.226098424,0.07396868,-0.04866758,51.51735493,52.26098424,50.7396868,49.5133242,50.54826618
315,응암3동,1112073,5583,1914,440,221399961.9,1.189673127,1.400586947,0.406119854,-0.300998016,61.89673127,64.00586947,54.06119854,46.99001984,53.83303315
316,이문1동,1106089,3157,743,267,161125681.3,-0.40100072,-0.250464746,-0.349961109,-0.627250196,45.9899928,47.49535254,46.50038891,43.72749804,45.18598289
317,이문2동,1106090,3990,1009,353,204008606.8,0.145178717,0.124582009,0.025894167,-0.395133814,51.45178717,51.24582009,50.25894167,46.04866186,48.56507459
318,이촌1동,1103063,4342,68,190,360511667,0.375977231,-1.202181136,-0.686482694,0.451984793,53.75977231,37.97818864,43.13517306,54.51984793,50.04995807
319,이촌2동,1103064,1793,174,130,56228416.75,-1.29534496,-1.052726414,-0.948707306,-1.195037334,37.0465504,39.47273586,40.51292694,38.04962666,38.40596806
320,이태원1동,1103065,1393,254,89,248267153.3,-1.557615998,-0.939930398,-1.127894124,-0.155571481,34.42384002,40.60069602,38.72105876,48.44428519,43.05216475
321,이태원2동,1103066,1851,276,100,216581580.3,-1.257315659,-0.908911493,-1.079819611,-0.327078916,37.42684341,40.91088507,39.20180389,46.72921084,42.90960447
322,이화동,1101064,1360,288,102,523293874.9,-1.579253359,-0.891992091,-1.071078791,1.333091124,34.20746641,41.08007909,39.28921209,63.33091124,50.60711425
323,인수동,1109075,6978,2118,644,166439173.8,2.104343372,1.688216789,1.297683534,-0.598489363,71.04343372,66.88216789,62.97683534,44.01510637,55.79272373
324,인헌동,1121062,4023,761,320,207380115.5,0.166816078,-0.225085643,-0.118329369,-0.376884537,51.66816078,47.74914357,48.81670631,46.23115463,47.90739789
325,일원1동,1123073,3298,1696,576,450410655.9,-0.308550179,1.093217801,1.000495641,0.938589375,46.91449821,60.93217801,60.00495641,59.38589375,57.23959722
326,일원2동,1123074,3420,1311,642,501057731.5,-0.228557512,0.550386972,1.288942713,1.212731491,47.71442488,55.50386972,62.88942713,62.12731491,58.18089802
327,일원본동,1123072,3088,125,417,1918106026,-0.446242474,-1.121813975,0.30560042,8.882920017,45.53757526,38.78186025,53.0560042,138.8292002,91.94094121
328,자양1동,1105064,3479,1294,333,257945302.7,-0.189872534,0.526417818,-0.061514036,-0.103185665,48.10127466,55.26417818,49.38485964,48.96814335,49.94866524
329,자양2동,1105065,4022,883,361,167285089.7,0.1661604,-0.053071717,0.060857449,-0.593910596,51.661604,49.46928283,50.60857449,44.06089404,47.34596413
330,자양3동,1105066,4262,381,263,156028643.6,0.323523023,-0.760866722,-0.36744275,-0.654839404,53.23523023,42.39133278,46.3255725,43.45160596,45.58202883
331,자양4동,1105067,3732,1001,274,201338143.9,-0.023986102,0.113302407,-0.319368238,-0.409588476,49.76013898,51.13302407,46.80631762,45.90411524,47.70315433
332,잠실2동,1124079,3706,33,193,720189510,-0.04103372,-1.251529394,-0.673371463,2.398846361,49.5896628,37.48470606,43.26628537,73.98846361,58.8802736
333,잠실3동,1124080,5796,54,241,293066707.6,1.329332454,-1.221920439,-0.463591774,0.086919215,63.29332454,37.78079561,45.36408226,50.86919215,50.3754105
334,잠실4동,1124075,2802,31,181,652082144.7,-0.633766266,-1.254349294,-0.725816386,2.030195318,43.66233734,37.45650706,42.74183614,70.30195318,55.78106231
335,잠실6동,1124077,2832,34,140,447953033.1,-0.614095938,-1.250119444,-0.905003204,0.925286773,43.85904062,37.49880556,40.94996796,59.25286773,50.07927896
336,잠실7동,1124078,2156,11,69,325811600.5,-1.057333993,-1.282548298,-1.215302327,0.264160529,39.42666007,37.17451702,37.84697673,52.64160529,45.44254723
337,잠실본동,1124071,3783,949,274,337479933.5,0.009453455,0.039984996,-0.319368238,0.327318796,50.09453455,50.39984996,46.80631762,53.27318796,51.32626434
338,잠원동,1122055,3327,254,195,264370846.3,-0.289535529,-0.939930398,-0.664630643,-0.06840553,47.10464471,40.60069602,43.35369357,49.3159447,46.60323479
339,장안1동,1106087,6516,1620,601,192884733.6,1.801420323,0.986061586,1.109755895,-0.455345033,68.01420323,59.86061586,61.09755895,45.44654967,54.43891813
340,장안2동,1106088,5211,1366,479,177189383.3,0.945761061,0.627934233,0.576565852,-0.540300709,59.45761061,56.27934233,55.76565852,44.59699291,51.0096108
341,장위1동,1108076,4067,2013,408,80785014.2,0.195665892,1.540172017,0.266266728,-1.062117565,51.95665892,65.40172017,52.66266728,39.37882435,48.1088784
342,장위2동,1108077,3118,1076,242,138782049.2,-0.426572146,0.219048673,-0.459221364,-0.748191642,45.73427854,52.19048673,45.40778636,42.51808358,45.21520597
343,장위3동,1108078,2128,593,228,128436267.9,-1.075692965,-0.461957278,-0.520407107,-0.804191211,39.24307035,45.38042722,44.79592893,41.95808789,42.3687239
344,장지동,1124081,4362,1680,616,284130235.4,0.389090783,1.070658598,1.175312048,0.038547945,53.89090783,60.70658598,61.75312048,50.38547945,54.31371389
345,장충동,1102058,861,157,64,83722496.97,-1.906436479,-1.076695568,-1.237154378,-1.04621758,30.93563521,39.23304432,37.62845622,39.5378242,37.52537893
346,전농1동,1106083,5651,1837,516,503194871.2,1.234259203,1.292020781,0.738271029,1.224299385,62.34259203,62.92020781,57.38271029,62.24299385,61.77389048
347,전농2동,1106084,3662,805,339,561063477.8,-0.069883534,-0.163047834,-0.035291575,1.537530151,49.30116466,48.36952166,49.64708425,65.37530151,57.21843551
348,정릉1동,1108062,3118,423,223,166436947.8,-0.426572146,-0.701648813,-0.542259158,-0.598501412,45.73427854,42.98351187,44.57740842,44.01498588,44.24863928
349,정릉2동,1108063,4448,758,322,118591561.2,0.445479056,-0.229315493,-0.109588549,-0.857478566,54.45479056,47.70684507,48.90411451,41.42521434,46.06527748
350,정릉3동,1108064,3279,755,254,214807705,-0.321008053,-0.233545344,-0.406776442,-0.336680535,46.78991947,47.66454656,45.93223558,46.63319465,46.75740631
351,정릉4동,1108065,4855,850,357,232721517.7,0.712339837,-0.099600074,0.043375808,-0.239716782,57.12339837,49.00399926,50.43375808,47.60283218,50.10601539
352,제기동,1106082,5787,1577,443,146989968.5,1.323431356,0.925433727,0.419231085,-0.703763877,63.23431356,59.25433727,54.19231085,42.96236123,51.2715912
353,조원동,1121072,2881,724,238,191023532.8,-0.581967736,-0.2772538,-0.476703005,-0.465419326,44.18032264,47.227462,45.23296995,45.34580674,45.42789499
354,종로1.2.3.4가동,1101061,1960,786,150,494599476.7,-1.185846801,-0.189836887,-0.861299102,1.177774297,38.14153199,48.10163113,41.38700898,61.77774297,52.10833945
355,종로5.6가동,1101063,1057,319,95,851148706.4,-1.77792367,-0.848283634,-1.101671662,3.107701331,32.2207633,41.51716366,38.98328338,81.07701331,59.12107337
356,종암동,1108084,6760,1401,553,160755562.4,1.961405656,0.67728249,0.899976206,-0.629253573,69.61405656,56.7728249,58.99976206,43.70746427,53.08675806
357,중계1동,1111061,2382,787,289,349201589.6,-0.909150856,-0.188426937,-0.253812085,0.390765689,40.90849144,48.11573063,47.46187915,53.90765689,49.48851449
358,중계2.3동,1111078,7438,4920,1662,303058824.2,2.405955066,5.638897271,5.74676111,0.14100447,74.05955066,106.3889727,107.4676111,51.4100447,72.5684541
359,중계4동,1111064,4006,1832,715,351074253.9,0.155669559,1.28497103,1.607982657,0.400902033,51.55669559,62.8497103,66.07982657,54.00902033,56.5745269
360,중계본동,1111060,2535,616,320,262531890.7,-0.808832184,-0.429528423,-0.118329369,-0.078359416,41.91167816,45.70471577,48.81670631,49.21640584,47.0909521
361,중곡1동,1105055,2537,989,249,388329807.6,-0.807520829,0.096383005,-0.428628493,0.602558618,41.92479171,50.96383005,45.71371507,56.02558618,51.03063608
362,중곡2동,1105056,3291,935,302,381430125.9,-0.313139922,0.020245693,-0.196996752,0.565212072,46.86860078,50.20245693,48.03003248,55.65212072,51.98896454
363,중곡3동,1105057,2863,1204,286,146290711.1,-0.593769933,0.399522299,-0.266923316,-0.707548813,44.06230067,53.99522299,47.33076684,42.92451187,45.64022595
364,중곡4동,1105058,5150,1534,475,195338957.1,0.905764728,0.864805868,0.559084211,-0.44206083,59.05764728,58.64805868,55.59084211,45.5793917,51.81349084
365,중림동,1102068,2077,622,186,220713385.7,-1.109132523,-0.421068721,-0.703964335,-0.30471431,38.90867477,45.78931279,42.96035665,46.9528569,44.64133772
366,중앙동,1121061,2351,608,204,312569274.8,-0.929476862,-0.440808024,-0.625296951,0.192482567,40.70523138,45.59191976,43.74703049,51.92482567,47.55042388
367,중화1동,1107061,3701,1105,321,138872185.5,-0.044312108,0.259937229,-0.113958959,-0.747703753,49.55687892,52.59937229,48.86041041,42.52296247,46.48529847
368,중화2동,1107062,5043,2511,521,205802036.2,0.835607225,2.242327221,0.76012308,-0.385426353,58.35607225,72.42327221,57.6012308,46.14573647,54.61830917
369,증산동,1112067,3152,680,260,206270850.3,-0.404279108,-0.339291609,-0.380553981,-0.382888759,45.95720892,46.60708391,46.19446019,46.17111241,46.2075452
370,진관동,1112071,8314,1592,783,545696951.2,2.98032864,0.94658298,1.90517055,1.454354329,79.8032864,59.4658298,69.0517055,64.54354329,67.27041233
371,창1동,1110059,4615,613,351,452120995.1,0.554977214,-0.433758273,0.017153347,0.947847086,55.54977214,45.66241727,50.17153347,59.47847086,55.11155457
372,창2동,1110060,5281,1291,470,289916529.4,0.991658493,0.522187967,0.53723216,0.069867954,59.91658493,55.22187967,55.3723216,50.69867954,53.9180259
373,창3동,1110061,2940,1153,284,152420411.9,-0.543282758,0.327614839,-0.275664136,-0.674370014,44.56717242,53.27614839,47.24335864,43.25629986,45.77033021
374,창4동,1110062,4274,351,379,201965836.7,0.331391154,-0.803165228,0.139524832,-0.406190905,53.31391154,41.96834772,51.39524832,45.93809095,47.40069468
375,창5동,1110063,4377,627,356,596562237.8,0.398925947,-0.41401897,0.039005398,1.729677576,53.98925947,45.8598103,50.39005398,67.29677576,58.77046332
376,창신1동,1101067,1231,501,96,262142888.9,-1.663835768,-0.591672697,-1.097301252,-0.080465002,33.36164232,44.08327303,39.02698748,49.19534998,43.86294967
377,창신2동,1101068,1752,491,165,108964568.9,-1.322227741,-0.605772199,-0.795742949,-0.909587479,36.77772259,43.94227801,42.04257051,40.90412521,40.75282709
378,창신3동,1101069,1201,247,112,133098880.4,-1.683506096,-0.949800049,-1.027374689,-0.778953457,33.16493904,40.50199951,39.72625311,42.21046543,39.79185208
379,천연동,1113052,3224,754,277,364021840.9,-0.357070321,-0.234955294,-0.306257007,0.470984636,46.42929679,47.65044706,46.93742993,54.70984636,50.84678952
380,천호1동,1125061,5228,1659,529,121780311.6,0.95690758,1.041049644,0.795086361,-0.840218522,59.5690758,60.41049644,57.95086361,41.59781478,50.52841738
381,천호2동,1125073,5913,2002,597,323206908,1.406046733,1.524662565,1.092274255,0.250061869,64.06046733,65.24662565,60.92274255,52.50061869,58.09590512
382,천호3동,1125063,4651,1402,490,322059352.9,0.578581608,0.67869244,0.624640364,0.243850391,55.78581608,56.7869244,56.24640364,52.43850391,54.3449274
383,청구동,1102072,2721,769,220,199861741.4,-0.686876151,-0.213806041,-0.555370388,-0.417579937,43.13123849,47.86193959,44.44629612,45.82420063,45.46997446
384,청담동,1123078,3733,243,167,312924975.8,-0.023330425,-0.95543985,-0.787002128,0.194407902,49.76669575,40.4456015,42.12997872,51.94407902,48.26960626
385,청량리동,1106080,5226,1741,396,312136956.6,0.955596225,1.156665561,0.213821806,0.190142518,59.55596225,61.56665561,52.13821806,51.90142518,55.15334703
386,청룡동,1121080,4552,1166,371,154998514.9,0.513669526,0.345944191,0.104561551,-0.660415277,55.13669526,53.45944191,51.04561551,43.39584723,48.46136694
387,청림동,1121054,2729,620,244,123674262.5,-0.681630731,-0.423888622,-0.450480544,-0.829966958,43.18369269,45.76111378,45.49519456,41.70033042,43.18199798
388,청운효자동,1101072,2165,229,219,113631581.9,-1.051432894,-0.975179153,-0.559740798,-0.884325906,39.48567106,40.24820847,44.40259202,41.15674094,41.06926517
389,청파동,1103071,3295,1136,301,229854946.1,-0.310517212,0.303645685,-0.201367163,-0.25523294,46.89482788,53.03645685,47.98632837,47.4476706,48.38247187
390,충현동,1113073,3410,718,250,827132026.8,-0.235114288,-0.285713502,-0.424258082,2.977704025,47.64885712,47.14286498,45.75741918,79.77704025,63.38797032
391,평창동,1101056,3435,144,199,238726200.4,-0.218722348,-1.095024921,-0.647149002,-0.20721468,47.81277652,39.04975079,43.52850998,47.9278532,45.80125204
392,풍납1동,1124051,2737,522,216,187607942.1,-0.67638531,-0.562063742,-0.572852029,-0.48390721,43.2361469,44.37936258,44.27147971,45.1609279,44.52801674
393,풍납2동,1124052,3821,569,289,614809151.2,0.034369204,-0.495796083,-0.253812085,1.828444334,50.34369204,45.04203917,47.46187915,68.28444334,58.02605183
394,필동,1102057,901,103,73,310944360.7,-1.880209375,-1.152832879,-1.197820687,0.183687244,31.19790625,38.47167121,38.02179313,51.83687244,43.64328407
395,하계1동,1111058,4493,2904,1157,544504155.9,0.474984548,2.796437652,3.539703963,1.447897976,54.74984548,77.96437652,85.39703963,64.47897976,67.50785482
396,하계2동,1111059,3229,1241,431,188765905.7,-0.353791933,0.451690457,0.366786162,-0.477639394,46.46208067,54.51690457,53.66786162,45.22360606,48.15316017
397,한강로동,1103073,3239,410,172,142363273.8,-0.347235157,-0.719978166,-0.765150078,-0.728807216,46.52764843,42.80021834,42.34849922,42.71192784,43.44509422
398,한남동,1103074,3759,595,180,600402564.8,-0.006282807,-0.459137377,-0.730186796,1.75046447,49.93717193,45.40862623,42.69813204,67.5046447,57.02353283
399,합정동,1114068,2648,566,184,274745772.1,-0.734740616,-0.500025933,-0.712705155,-0.012248209,42.65259384,44.99974067,42.87294845,49.87751791,46.7033509
400,항동,1117074,1626,598,270,277008598.3,-1.404843118,-0.454907526,-0.336849879,-3.23E-16,35.95156882,45.45092474,46.63150121,50,45.97316324
401,행당1동,1104056,2135,423,170,297500761.7,-1.071103222,-0.701648813,-0.773890898,0.11091983,39.28896778,42.98351187,42.26109102,51.1091983,46.21714366
402,행당2동,1104057,3837,861,324,515617071.1,0.044860045,-0.084090622,-0.100847728,1.291538177,50.44860045,49.15909378,48.99152272,62.91538177,56.27419272
403,행운동,1121057,4384,1040,402,267649809.3,0.40351569,0.168290465,0.240044267,-0.050657184,54.0351569,51.68290465,52.40044267,49.49342816,51.14830911
404,혜화동,1101073,2695,380,235,200063666.8,-0.703923769,-0.762276672,-0.489814235,-0.416486956,42.96076231,42.37723328,45.10185765,45.83513044,44.56346571
405,홍은1동,1113066,4586,779,329,94307085.51,0.535962564,-0.199706539,-0.078995677,-0.988925397,55.35962564,48.00293461,49.21004323,40.11074603,45.6790671
406,홍은2동,1113068,5203,1229,490,263651902.4,0.94051564,0.434771055,0.624640364,-0.072297025,59.4051564,54.34771055,56.24640364,49.27702975,53.06119596
407,홍제1동,1113062,4594,787,311,277020330.3,0.541207985,-0.188426937,-0.157663061,6.35E-05,55.41207985,48.11573063,48.42336939,50.00063503,50.55590752
408,홍제2동,1113065,2751,599,210,97709330.66,-0.667205824,-0.453497576,-0.59907449,-0.97050975,43.32794176,45.46502424,44.0092551,40.2949025,42.27057573
409,홍제3동,1113064,3649,752,262,342119905.3,-0.078407343,-0.237775195,-0.37181316,0.352434001,49.21592657,47.62224805,46.2818684,53.52434001,50.72448228
410,화곡1동,1116073,8430,1971,691,150912423.7,3.056387241,1.480954109,1.503092813,-0.682532441,80.56387241,64.80954109,65.03092813,43.17467559,57.17064798
411,화곡2동,1116057,2876,935,261,245008591.8,-0.585246124,0.020245693,-0.37618357,-0.173209398,44.14753876,50.20245693,46.2381643,48.26790602,47.52866126
412,화곡3동,1116058,4096,677,296,258541935.1,0.214680542,-0.34352146,-0.223219214,-0.099956218,52.14680542,46.5647854,47.76780786,49.00043782,49.04939342
413,화곡4동,1116059,3845,1228,355,153482973.4,0.050105466,0.433361104,0.034634988,-0.668618588,50.50105466,54.33361104,50.34634988,43.31381412,47.55879366
414,화곡6동,1116061,3948,1019,397,265192211.8,0.117640258,0.138681511,0.218192216,-0.063959649,51.17640258,51.38681511,52.18192216,49.36040351,50.43091518
415,화곡8동,1116063,4444,1145,353,321822820.4,0.442856345,0.316335237,0.025894167,0.24257009,54.42856345,53.16335237,50.25894167,52.4257009,52.68451751
416,화곡본동,1116055,4900,1904,520,264120316,0.741845329,1.386487445,0.75575267,-0.069761599,57.41845329,63.86487445,57.5575267,49.30238401,54.50592653
417,화양동,1105053,2328,730,185,349315041.5,-0.944557446,-0.268794099,-0.708334745,0.391379781,40.55442554,47.31205901,42.91665255,53.91379781,48.71197591
418,황학동,1102067,2034,536,182,182916648.3,-1.137326659,-0.542324439,-0.721445976,-0.509300211,38.62673341,44.57675561,42.78554024,44.90699789,43.32797039
419,회기동,1106071,1549,364,114,793172485.3,-1.455330293,-0.784835875,-1.018633869,2.79388807,35.44669707,42.15164125,39.81366131,77.9388807,58.41202465
420,회현동,1102054,1373,463,110,356224462.8,-1.57072955,-0.645250805,-1.036115509,0.428779045,34.2927045,43.54749195,39.63884491,54.28779045,46.57810283
421,효창동,1103058,1489,132,97,519159824.1,-1.494670949,-1.111944323,-1.092930842,1.310714364,35.05329051,38.88055677,39.07069158,63.10714364,50.2521638
422,후암동,1103051,3026,907,306,116187244.5,-0.486894485,-0.019232912,-0.179515112,-0.870492634,45.13105515,49.80767088,48.20484888,41.29507366,44.41569637
423,휘경1동,1106072,2106,386,180,149198403.7,-1.090117873,-0.75381697,-0.730186796,-0.691810076,39.09882127,42.4618303,42.69813204,43.08189924,42.12880068
424,휘경2동,1106073,3992,703,298,1163662385,0.146490072,-0.306862755,-0.214478393,4.799273059,51.46490072,46.93137245,47.85521607,97.99273059,73.48423763
425,흑석동,1120071,5718,863,361,660068263.9,1.278189602,-0.081270721,0.060857449,2.073422525,62.78189602,49.18729279,50.60857449,70.73422525,62.85733988
